offer_id,rfx_id,rfx_line_id,line_number,supplier_id,supplier_product_id,sku_id,supplier_product_code,quoted_description,specification,required_quantity,buyer_uom,quoted_quantity,quoted_uom,quoted_unit_price,quoted_currency,quote_received_date,quote_valid_until,payment_terms,payment_days,freight_amount,freight_basis,moq,lead_time_days,quality_requirement,discount_rule_type,discount_rule_id,discount_percentage,discount_amount,discount_currency,mapping_status,mapping_confidence,extraction_confidence
OFF-0079,RFX-001,LF-11,11,SUP-004,SP-102,SKU-008,D-008,FP Item 008,S-PLY-5-FP-008,18000.0,EA,360.0,CARTON,1452.78,INR,2026-09-04,2026-11-02,Net 15,15,8000.0,EXTRA_PER_SHIPMENT,0.0,14,PASS_REQUIRED,,DR-004-11,,,,CONFIRMED,0.72,0.89
OFF-0080,RFX-001,LF-07,7,SUP-004,SP-119,SKU-036,D-036,SS Item 036,EK-31-SS-036,1000.0,BAG,1000.0,BAG,13.4345,INR,2026-09-04,2026-11-02,Net 15,15,8000.0,EXTRA_PER_SHIPMENT,0.0,17,PASS_REQUIRED,,DR-004-07,,,,CONFIRMED,0.82,0.89
OFF-0081,RFX-001,LF-08,8,SUP-004,SP-122,SKU-041,D-041,LP Item 041,HS-WRAP-LP-041,7500.0,EA,150.0,BOX,332.085,INR,2026-09-04,2026-11-02,Net 15,15,8000.0,EXTRA_PER_SHIPMENT,0.0,15,PASS_REQUIRED,,DR-004-08,,,,CONFIRMED,0.82,0.97
OFF-0082,RFX-001,LF-25,25,SUP-004,SP-115,SKU-030,D-030,SS Item 030,EK-31-SS-030,6500.0,BAG,6500.0,BAG,14.0075,INR,2026-09-04,2026-11-02,Net 15,15,8000.0,EXTRA_PER_SHIPMENT,0.0,15,PASS_REQUIRED,,DR-004-25,,,,CONFIRMED,0.85,0.98
OFF-0083,RFX-001,LF-04,4,SUP-004,SP-110,SKU-021,D-021,ST Item 021,FB-38-ST-021,8000.0,EA,0.0,UNKNOWN,530.085,INR,2026-09-04,2026-11-02,Net 15,15,8000.0,EXTRA_PER_SHIPMENT,0.0,15,PASS_REQUIRED,,DR-004-04,,,,UNRESOLVED,0.76,0.52
OFF-0084,RFX-001,LF-10,10,SUP-004,SP-098,SKU-003,D-003,ST Item 003,FB-38-ST-003,9000.0,EA,18.0,BOX,9747.2,INR,2026-09-04,2026-11-02,Net 15,15,8000.0,EXTRA_PER_SHIPMENT,0.0,17,PASS_REQUIRED,,DR-004-10,,,,CONFIRMED,0.91,0.87
OFF-0085,RFX-001,LF-16,16,SUP-004,SP-117,SKU-033,D-033,ST Item 033,FB-38-ST-033,14000.0,EA,280.0,CARTON,1050.99,INR,2026-09-04,2026-11-02,Net 15,15,8000.0,EXTRA_PER_SHIPMENT,0.0,18,PASS_REQUIRED,,DR-004-16,,,,CONFIRMED,0.92,0.95
OFF-0086,RFX-001,LF-18,18,SUP-004,SP-123,SKU-043,D-043,CB Item 043,S-PLY-3-CB-043,22000.0,EA,44.0,CARTON,17454.45,INR,2026-09-04,2026-11-02,Net 15,15,8000.0,EXTRA_PER_SHIPMENT,0.0,18,PASS_REQUIRED,,DR-004-18,,,,CONFIRMED,0.77,0.9
OFF-0087,RFX-001,LF-24,24,SUP-004,SP-112,SKU-025,D-025,CB Item 025,S-PLY-3-CB-025,8500.0,EA,170.0,BOX,1813.095,INR,2026-09-04,2026-11-02,Net 15,15,8000.0,EXTRA_PER_SHIPMENT,0.0,19,PASS_REQUIRED,,DR-004-24,,,,CONFIRMED,0.65,0.93
OFF-0088,RFX-001,LF-05,5,SUP-004,SP-113,SKU-026,D-026,FP Item 026,S-PLY-5-FP-026,30000.0,EA,60.0,BOX,14184.55,INR,2026-09-04,2026-11-02,Net 15,15,8000.0,EXTRA_PER_SHIPMENT,0.0,13,PASS_REQUIRED,,DR-004-05,,,,CONFIRMED,0.76,0.98
OFF-0089,RFX-001,LF-01,1,SUP-004,SP-100,SKU-006,D-006,SS Item 006,EK-31-SS-006,20000.0,BAG,20000.0,BAG,13.175,INR,2026-09-04,2026-11-02,Net 15,15,8000.0,EXTRA_PER_SHIPMENT,0.0,15,PASS_REQUIRED,,DR-004-01,,,,CONFIRMED,0.78,0.99
OFF-0090,RFX-001,LF-14,14,SUP-004,SP-111,SKU-023,D-023,LP Item 023,HS-WRAP-LP-023,7000.0,EA,35.0,CARTON,1252.52,INR,2026-09-04,2026-11-02,Net 15,15,8000.0,EXTRA_PER_SHIPMENT,0.0,17,PASS_REQUIRED,,DR-004-14,,,,CONFIRMED,0.86,0.94
OFF-0091,RFX-001,LF-17,17,SUP-004,SP-120,SKU-038,D-038,FP Item 038,S-PLY-5-FP-038,3500.0,EA,140.0,CARTON,790.0425,INR,2026-09-04,2026-11-02,Net 15,15,8000.0,EXTRA_PER_SHIPMENT,0.0,15,PASS_REQUIRED,,DR-004-17,,,,CONFIRMED,0.86,0.99
OFF-0092,RFX-001,LF-20,20,SUP-004,SP-099,SKU-005,D-005,LP Item 005,HS-WRAP-LP-005,16000.0,EA,160.0,CARTON,663.84,INR,2026-09-04,2026-11-02,Net 15,15,8000.0,EXTRA_PER_SHIPMENT,0.0,17,PASS_REQUIRED,,DR-004-20,,,,AI_SUGGESTED,0.66,0.93
OFF-0093,RFX-001,LF-19,19,SUP-004,SP-126,SKU-048,D-048,SS Item 048,EK-31-SS-048,9500.0,BAG,0.0,UNKNOWN,13.5037,INR,2026-09-04,2026-11-02,Net 15,15,8000.0,EXTRA_PER_SHIPMENT,0.0,15,PASS_REQUIRED,,DR-004-19,,,,CONFIRMED,0.62,0.52
OFF-0094,RFX-001,LF-03,3,SUP-004,SP-107,SKU-016,D-016,FW Item 016,UV-RES-FW-016,15000.0,ROLL,1250.0,REEL,5729.0388,INR,2026-09-04,2026-11-02,Net 15,15,8000.0,EXTRA_PER_SHIPMENT,0.0,19,PASS_REQUIRED,,DR-004-03,,,,CONFIRMED,0.8,0.91
OFF-0095,RFX-001,LF-27,27,SUP-005,SP-153,SKU-040,E-040,FW Item 040,UV-RES-FW-040,10000.0,ROLL,833.33,REEL,4680.2748,INR,2026-09-04,2026-11-02,Net 45,45,0,INCLUDED,0.0,16,PASS_REQUIRED,QUANTITY_TIER_PERCENT,DR-005-27,,,,CONFIRMED,0.91,0.91
OFF-0096,RFX-001,LF-07,7,SUP-005,SP-151,SKU-036,E-036,SS Item 036,EK-31-SS-036,1000.0,BAG,1000.0,BAG,11.5553,INR,2026-09-04,2026-11-02,Net 45,45,0,INCLUDED,0.0,16,PASS_REQUIRED,QUANTITY_TIER_PERCENT,DR-005-07,,,,CONFIRMED,0.85,0.94
OFF-0097,RFX-001,LF-04,4,SUP-005,SP-142,SKU-021,E-021,ST Item 021,FB-38-ST-021,8000.0,EA,160.0,BOX,933.725,INR,2026-09-04,2026-11-02,Net 45,45,0,INCLUDED,0.0,14,PASS_REQUIRED,QUANTITY_TIER_PERCENT,DR-005-04,,,,CONFIRMED,0.97,0.88
OFF-0098,RFX-001,LF-10,10,SUP-005,SP-130,SKU-003,E-003,ST Item 003,FB-38-ST-003,9000.0,EA,360.0,BOX,434.8525,INR,2026-09-04,2026-11-02,Net 45,45,0,INCLUDED,0.0,19,PASS_REQUIRED,QUANTITY_TIER_PERCENT,DR-005-10,,,,CONFIRMED,0.76,0.98
OFF-0099,RFX-001,LF-22,22,SUP-005,SP-138,SKU-015,E-015,ST Item 015,FB-38-ST-015,4000.0,EA,8.0,CARTON,8090.35,INR,2026-09-04,2026-11-02,Net 45,45,0,INCLUDED,0.0,14,PASS_REQUIRED,QUANTITY_TIER_PERCENT,DR-005-22,,,,CONFIRMED,0.8,0.87
OFF-0100,RFX-001,LF-09,9,SUP-005,SP-157,SKU-046,E-046,FW Item 046,UV-RES-FW-046,4500.0,ROLL,375.0,REEL,4605.9336,INR,2026-09-04,2026-11-02,Net 45,45,0,INCLUDED,0.0,14,PASS_REQUIRED,QUANTITY_TIER_PERCENT,DR-005-09,,,,CONFIRMED,0.66,0.89
OFF-0101,RFX-001,LF-14,14,SUP-005,SP-143,SKU-023,E-023,LP Item 023,HS-WRAP-LP-023,7000.0,EA,14.0,BOX,2782.8,INR,2026-09-04,2026-11-02,Net 45,45,0,INCLUDED,0.0,16,PASS_REQUIRED,QUANTITY_TIER_PERCENT,DR-005-14,,,,AI_SUGGESTED,0.9,0.88
OFF-0102,RFX-001,LF-02,2,SUP-005,SP-136,SKU-011,E-011,LP Item 011,HS-WRAP-LP-011,12000.0,EA,60.0,BOX,1167.8,INR,2026-09-04,2026-11-02,Net 45,45,0,INCLUDED,0.0,16,PASS_REQUIRED,QUANTITY_TIER_PERCENT,DR-005-02,,,,CONFIRMED,0.79,0.93
OFF-0103,RFX-001,LF-05,5,SUP-005,SP-145,SKU-026,E-026,FP Item 026,S-PLY-5-FP-026,30000.0,EA,1200.0,BOX,611.365,INR,2026-09-04,2026-11-02,Net 45,45,0,INCLUDED,0.0,15,PASS_REQUIRED,QUANTITY_TIER_PERCENT,DR-005-05,,,,CONFIRMED,0.86,0.97
OFF-0104,RFX-001,LF-13,13,SUP-005,SP-140,SKU-018,E-018,SS Item 018,EK-31-SS-018,27000.0,BAG,27000.0,BAG,10.9574,INR,2026-09-04,2026-11-02,Net 45,45,0,INCLUDED,0.0,15,PASS_REQUIRED,QUANTITY_TIER_PERCENT,DR-005-13,,,,CONFIRMED,0.95,0.95
OFF-0105,RFX-001,LF-28,28,SUP-005,SP-156,SKU-045,E-045,ST Item 045,FB-38-ST-045,3.0,EA,0.01,CARTON,3521.02,INR,2026-09-04,2026-11-02,Net 45,45,0,INCLUDED,0.0,17,PASS_REQUIRED,QUANTITY_TIER_PERCENT,DR-005-28,,,,CONFIRMED,0.71,0.91
OFF-0106,RFX-001,LF-16,16,SUP-005,SP-149,SKU-033,E-033,ST Item 033,FB-38-ST-033,14000.0,EA,140.0,BOX,1854.17,INR,2026-09-04,2026-11-02,Net 45,45,0,INCLUDED,0.0,17,PASS_REQUIRED,QUANTITY_TIER_PERCENT,DR-005-16,,,,CONFIRMED,0.77,0.95
OFF-0107,RFX-001,LF-19,19,SUP-005,SP-158,SKU-048,E-048,SS Item 048,EK-31-SS-048,9500.0,BAG,9500.0,BAG,11.6531,INR,2026-09-04,2026-11-02,Net 45,45,0,INCLUDED,0.0,14,PASS_REQUIRED,QUANTITY_TIER_PERCENT,DR-005-19,,,,CONFIRMED,0.81,0.93
OFF-0108,RFX-001,LF-23,23,SUP-005,SP-141,SKU-020,E-020,FP Item 020,S-PLY-5-FP-020,200000.0,EA,1000.0,CARTON,4701.08,INR,2026-09-04,2026-11-02,Net 45,45,0,INCLUDED,0.0,16,PASS_REQUIRED,QUANTITY_TIER_PERCENT,DR-005-23,,,,CONFIRMED,0.76,0.95
OFF-0109,RFX-001,LF-01,1,SUP-005,SP-132,SKU-006,E-006,SS Item 006,EK-31-SS-006,20000.0,BAG,20000.0,BAG,10.8673,INR,2026-09-04,2026-11-02,Net 45,45,0,INCLUDED,0.0,14,PASS_REQUIRED,QUANTITY_TIER_PERCENT,DR-005-01,,,,AI_SUGGESTED,0.8,0.96
OFF-0110,RFX-001,LF-26,26,SUP-005,SP-150,SKU-035,E-035,LP Item 035,HS-WRAP-LP-035,61000.0,EA,2440.0,CARTON,134.1,INR,2026-09-04,2026-11-02,Net 45,45,0,INCLUDED,0.0,19,PASS_REQUIRED,QUANTITY_TIER_PERCENT,DR-005-26,,,,CONFIRMED,0.9,0.88
OFF-0111,RFX-001,LF-05,5,SUP-006,SP-177,SKU-026,F-026,FP Item 026,S-PLY-5-FP-026,30000.0,EA,600.0,CARTON,1248.15,INR,2026-09-04,2026-10-18,Net 30,30,0,INCLUDED,0.0,8,PASS_REQUIRED,FLAT_PERCENT,DR-006-05,3.0,,,CONFIRMED,0.68,0.95
OFF-0112,RFX-001,LF-15,15,SUP-006,SP-178,SKU-028,F-028,FW Item 028,UV-RES-FW-028,11000.0,ROLL,916.67,REEL,5228.4504,INR,2026-09-04,2026-10-18,Net 30,30,0,INCLUDED,0.0,10,PASS_REQUIRED,FLAT_PERCENT,DR-006-15,3.0,,,CONFIRMED,0.79,0.88
OFF-0113,RFX-001,LF-12,12,SUP-006,SP-169,SKU-013,F-013,CB Item 013,S-PLY-3-CB-013,5000.0,EA,50.0,BOX,3671.66,INR,2026-09-04,2026-10-18,Net 30,30,0,INCLUDED,0.0,14,PASS_REQUIRED,FLAT_PERCENT,DR-006-12,3.0,,,CONFIRMED,0.7,0.95
OFF-0114,RFX-001,LF-20,20,SUP-006,SP-163,SKU-005,F-005,LP Item 005,HS-WRAP-LP-005,16000.0,EA,32.0,BOX,3220.7,INR,2026-09-04,2026-10-18,Net 30,30,0,INCLUDED,0.0,12,PASS_REQUIRED,FLAT_PERCENT,DR-006-20,3.0,,,CONFIRMED,0.95,0.87
OFF-0115,RFX-001,LF-06,6,SUP-006,SP-180,SKU-031,F-031,CB Item 031,S-PLY-3-CB-031,6000.0,EA,240.0,CARTON,841.2925,INR,2026-09-04,2026-10-18,Net 30,30,0,INCLUDED,0.0,15,PASS_REQUIRED,FLAT_PERCENT,DR-006-06,3.0,,,CONFIRMED,0.9,0.96
OFF-0116,RFX-001,LF-08,8,SUP-006,SP-186,SKU-041,F-041,LP Item 041,HS-WRAP-LP-041,7500.0,EA,37.5,CARTON,1308.96,INR,2026-09-04,2026-10-18,Net 30,30,0,INCLUDED,0.0,10,PASS_REQUIRED,FLAT_PERCENT,DR-006-08,3.0,,,CONFIRMED,0.71,0.95
OFF-0117,RFX-001,LF-23,23,SUP-006,SP-173,SKU-020,F-020,FP Item 020,S-PLY-5-FP-020,200000.0,EA,400.0,BOX,13508.2,INR,2026-09-04,2026-10-18,Net 30,30,0,INCLUDED,0.0,12,PASS_REQUIRED,FLAT_PERCENT,DR-006-23,3.0,,,CONFIRMED,0.86,0.95
OFF-0118,RFX-001,LF-16,16,SUP-006,SP-181,SKU-033,F-033,ST Item 033,FB-38-ST-033,14000.0,EA,70.0,BOX,4042.02,INR,2026-09-04,2026-10-18,Net 30,30,0,INCLUDED,0.0,13,PASS_REQUIRED,FLAT_PERCENT,DR-006-16,3.0,,,CONFIRMED,0.88,0.96
OFF-0119,RFX-001,LF-28,28,SUP-006,SP-188,SKU-045,F-045,ST Item 045,FB-38-ST-045,3.0,EA,0.01,BOX,9735.9,INR,2026-09-04,2026-10-18,Net 30,30,0,INCLUDED,0.0,13,PASS_REQUIRED,FLAT_PERCENT,DR-006-28,3.0,,,CONFIRMED,0.73,0.92
OFF-0120,RFX-001,LF-03,3,SUP-006,SP-171,SKU-016,F-016,FW Item 016,UV-RES-FW-016,15000.0,ROLL,1250.0,REEL,5337.954,INR,2026-09-04,2026-10-18,Net 30,30,0,INCLUDED,0.0,14,PASS_REQUIRED,FLAT_PERCENT,DR-006-03,3.0,,,CONFIRMED,0.63,0.89
OFF-0121,RFX-001,LF-26,26,SUP-006,SP-182,SKU-035,F-035,LP Item 035,HS-WRAP-LP-035,61000.0,EA,1220.0,BOX,290.52,INR,2026-09-04,2026-10-18,Net 30,30,0,INCLUDED,0.0,15,PASS_REQUIRED,FLAT_PERCENT,DR-006-26,3.0,,,CONFIRMED,0.66,0.9
OFF-0122,RFX-001,LF-01,1,SUP-006,SP-164,SKU-006,F-006,SS Item 006,EK-31-SS-006,20000.0,BAG,20000.0,BAG,12.7022,INR,2026-09-04,2026-10-18,Net 30,30,0,INCLUDED,0.0,10,PASS_REQUIRED,FLAT_PERCENT,DR-006-01,3.0,,,CONFIRMED,0.96,0.9
OFF-0123,RFX-001,LF-07,7,SUP-006,SP-183,SKU-036,F-036,SS Item 036,EK-31-SS-036,1000.0,BAG,1000.0,BAG,12.4403,INR,2026-09-04,2026-10-18,Net 30,30,0,INCLUDED,0.0,12,PASS_REQUIRED,FLAT_PERCENT,DR-006-07,3.0,,,CONFIRMED,0.69,0.87
OFF-0124,RFX-001,LF-09,9,SUP-007,SP-221,SKU-046,G-046,FW Item 046,UV-RES-FW-046,4500.0,ROLL,375.0,REEL,5235.5532,INR,2026-09-04,2026-10-09,Net 30,30,0,INCLUDED,15000.0,10,PASS_REQUIRED,,DR-007-09,,,,CONFIRMED,0.87,0.86
OFF-0125,RFX-001,LF-13,13,SUP-007,SP-204,SKU-018,G-018,SS Item 018,EK-31-SS-018,27000.0,BAG,27000.0,BAG,13.0905,INR,2026-09-04,2026-10-09,Net 30,30,0,INCLUDED,15000.0,11,PASS_REQUIRED,,DR-007-13,,,,CONFIRMED,0.77,0.98
OFF-0126,RFX-001,LF-18,18,SUP-007,SP-219,SKU-043,G-043,CB Item 043,S-PLY-3-CB-043,22000.0,EA,220.0,CARTON,3649.58,INR,2026-09-04,2026-09-13,Net 30,30,0,INCLUDED,15000.0,11,PASS_REQUIRED,,DR-007-18,,,,CONFIRMED,0.64,0.89
OFF-0127,RFX-001,LF-23,23,SUP-007,SP-205,SKU-020,G-020,FP Item 020,S-PLY-5-FP-020,200000.0,EA,8000.0,BOX,728.995,INR,2026-09-04,2026-10-09,Net 30,30,0,INCLUDED,15000.0,12,PASS_REQUIRED,,DR-007-23,,,,CONFIRMED,0.94,0.91
OFF-0128,RFX-001,LF-14,14,SUP-007,SP-207,SKU-023,G-023,LP Item 023,HS-WRAP-LP-023,7000.0,EA,140.0,CARTON,318.41,INR,2026-09-04,2026-09-13,Net 30,30,0,INCLUDED,15000.0,12,PASS_REQUIRED,,DR-007-14,,,,CONFIRMED,0.8,0.93
OFF-0129,RFX-001,LF-12,12,SUP-007,SP-201,SKU-013,G-013,CB Item 013,S-PLY-3-CB-013,5000.0,EA,25.0,CARTON,7615.7,INR,2026-09-04,2026-09-13,Net 30,30,0,INCLUDED,15000.0,14,PASS_REQUIRED,,DR-007-12,,,,CONFIRMED,0.99,0.92
OFF-0130,RFX-001,LF-25,25,SUP-007,SP-211,SKU-030,G-030,SS Item 030,EK-31-SS-030,6500.0,BAG,6500.0,BAG,13.6008,INR,2026-09-04,2026-10-09,Net 30,30,0,INCLUDED,15000.0,10,PASS_REQUIRED,,DR-007-25,,,,CONFIRMED,0.93,0.88
OFF-0131,RFX-001,LF-26,26,SUP-007,SP-214,SKU-035,G-035,LP Item 035,HS-WRAP-LP-035,61000.0,EA,610.0,BOX,630.03,INR,2026-09-04,2026-09-13,Net 30,30,0,INCLUDED,15000.0,15,PASS_REQUIRED,,DR-007-26,,,,CONFIRMED,0.69,0.94
